FTR,HTHG,HTAG,HTR,HS,AS,HST,AST,HC,AC,HF,AF,HY,AY,HR,AR,Season,home_Hannover,away_Aachen,away_Augsburg,away_Bayern Munich,away_Bielefeld,away_Bochum,away_Braunschweig,away_Cottbus,away_Darmstadt,away_Dortmund,away_Duisburg,away_Ein Frankfurt,away_FC Koln,away_Fortuna Dusseldorf,away_Freiburg,away_Greuther Furth,away_Hamburg,away_Hansa Rostock,away_Hertha,away_Hoffenheim,away_Ingolstadt,away_Kaiserslautern,away_Karlsruhe,away_Leverkusen,away_M'gladbach,away_Mainz,away_Munich 1860,away_Nurnberg,away_Paderborn,away_RB Leipzig,away_Schalke 04,away_St Pauli,away_Stuttgart,away_Werder Bremen,away_Wolfsburg
1.0,3.0,2.0,1.0,7,16,3,6,2,3,27,25,2,6,0,1,07-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,1.0,9,11,4,3,3,2,20,19,3,3,0,0,07-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,9,15,2,9,4,3,19,16,3,1,0,0,07-08,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,15,10,4,3,4,3,18,20,5,2,0,0,07-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,1.0,2.0,0.0,12,12,6,5,8,4,15,13,1,3,0,0,07-08,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,14,10,1,1,3,4,21,12,1,0,0,0,07-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,1.0,1.0,15,12,2,5,4,8,15,16,1,3,1,0,07-08,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,19,8,4,2,7,1,17,18,3,1,0,0,07-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,20,13,11,2,7,1,18,15,1,3,0,0,07-08,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,20,5,6,1,7,0,18,16,2,1,0,0,07-08,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,13,6,6,4,6,1,17,25,4,3,0,1,08-09,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,15,9,7,5,5,3,16,16,3,4,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,9,13,4,2,4,4,27,20,0,1,0,0,08-09,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,11,20,4,9,5,7,19,20,1,2,1,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,19,13,7,5,10,8,18,13,3,3,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,0.0,1.0,9,22,6,5,4,11,21,13,1,1,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,11,18,4,6,5,14,17,22,1,5,0,0,08-09,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,0.0,1.0,9,18,5,5,3,9,18,16,0,2,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,7,10,4,1,4,6,18,17,1,1,0,0,08-09,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,9,22,5,5,5,7,19,18,2,0,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2.0,2.0,1.0,18,10,8,5,9,2,10,21,3,3,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,0.0,1.0,12,13,4,5,7,5,19,18,2,2,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,2.0,0.0,15,22,5,10,13,7,18,12,4,1,0,0,08-09,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,9,15,3,2,6,5,16,14,2,4,0,1,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,9,10,6,4,3,5,19,14,1,3,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,9,19,3,4,4,4,19,10,2,1,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,3.0,0.0,8,19,2,9,3,9,16,10,3,1,0,0,08-09,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,13,8,6,3,8,3,18,17,0,2,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,13,11,3,4,8,6,19,23,0,2,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,13,11,5,4,5,2,17,19,3,0,0,0,09-10,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,3.0,1.0,1.0,19,14,9,4,3,6,9,16,0,2,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,5,14,1,8,1,3,30,17,3,6,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,2.0,0.0,8,11,4,4,3,5,26,19,3,5,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,14,9,6,5,2,4,16,13,0,0,0,0,09-10,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,8,12,4,4,6,6,20,11,2,2,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
0.0,2.0,0.0,1.0,14,16,3,9,8,9,20,16,3,2,0,0,09-10,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,2.0,0.0,12,15,4,8,5,6,25,10,5,1,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,9,8,4,4,7,4,16,14,0,1,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
0.0,0.0,4.0,0.0,8,16,4,9,6,5,17,18,3,0,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,0.0,1.0,24,11,6,4,4,5,15,14,2,3,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,1.0,1.0,14,13,6,5,5,2,13,22,2,2,0,2,09-10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,3.0,0.0,12,15,4,7,5,5,17,8,2,0,1,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,9,9,3,4,3,4,24,20,4,1,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,4.0,0.0,1.0,21,3,10,2,5,2,14,17,1,3,0,0,09-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,13,17,7,3,2,6,9,14,0,1,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,9,12,3,4,6,5,18,14,2,4,1,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,14,12,8,2,5,2,21,18,2,3,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0.0,0.0,1.0,0.0,7,10,2,4,3,3,15,16,2,2,1,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1.0,2.0,0.0,1.0,8,9,4,2,3,11,15,18,1,1,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,1.0,0.0,7,19,2,13,2,4,18,10,0,2,1,0,10-11,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,14,11,5,4,6,4,18,20,2,4,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,12,13,8,2,7,4,18,15,0,1,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,16,22,8,3,5,3,15,18,2,3,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0.0,0.0,1.0,0.0,11,11,4,4,4,5,11,21,1,2,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,1.0,0.0,1.0,10,12,4,3,4,4,18,16,1,3,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,2.0,0.0,1.0,12,10,5,4,7,6,12,14,1,1,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,13,12,7,6,2,2,24,9,3,1,0,1,10-11,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,9,12,3,2,4,4,14,21,0,1,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,21,9,9,4,15,4,14,14,1,3,0,1,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,10,15,2,4,7,2,9,9,2,0,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,20,9,5,2,5,4,22,23,2,2,0,0,10-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,1.0,1.0,7,12,4,5,4,5,14,20,2,2,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,14,10,6,4,3,6,20,20,1,6,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,19,9,8,2,8,9,15,24,2,0,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,14,13,5,7,7,3,13,8,1,0,1,0,11-12,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,1.0,1.0,13,17,5,3,3,1,22,12,5,3,0,1,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,1.0,0.0,1.0,12,19,3,8,2,5,19,13,4,1,1,1,11-12,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,16,13,2,7,2,5,14,17,2,4,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,0.0,0.0,1.0,11,18,9,7,4,8,14,21,2,2,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,17,12,4,4,9,3,22,18,0,2,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,13,10,3,1,8,1,21,17,3,2,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,21,11,6,6,10,5,11,18,0,0,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1.0,1.0,1.0,1.0,12,15,3,7,1,4,16,29,1,3,1,0,11-12,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,18,14,10,7,8,7,12,17,0,1,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,0.0,0.0,1.0,12,14,3,6,5,6,8,9,0,1,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,7,13,3,5,5,6,16,11,0,1,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,0.0,0.0,1.0,17,11,5,3,5,4,14,17,1,1,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,25,11,6,4,16,2,12,11,2,1,0,0,11-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,9,15,2,7,3,6,12,16,1,3,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
1.0,2.0,1.0,1.0,13,11,5,4,7,4,19,19,3,3,1,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1.0,2.0,0.0,1.0,7,6,4,2,5,6,15,19,3,2,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
1.0,0.0,1.0,0.0,14,12,6,3,7,3,19,17,4,0,0,0,12-13,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,0.0,0.0,1.0,5,14,3,9,4,7,17,15,2,1,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,14,10,4,5,2,9,16,17,0,0,0,0,12-13,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.0,1.0,1.0,1.0,15,21,5,8,11,6,12,15,2,1,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,0.0,1.0,12,11,5,3,3,5,20,21,1,1,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.0,1.0,1.0,1.0,8,13,5,4,4,3,11,15,0,3,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1.0,2.0,0.0,1.0,5,25,3,10,3,5,15,13,3,2,1,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.0,1.0,0.0,1.0,7,16,3,9,5,10,21,20,2,2,0,0,12-13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
